Total training steps: 781
Epoch 1/1:   4%|█                            | 29/781 [10:11<2:23:09, 11.42s/it]
step:100 - train/loss:0.015 - train/lr(1e-3):0.050 - train/original_loss:1.597
step:100 - val/loss:0.026 - val/original_loss:1.784
step:101 - train/loss:0.015 - train/lr(1e-3):0.050 - train/original_loss:1.078
step:102 - train/loss:0.016 - train/lr(1e-3):0.050 - train/original_loss:1.416
step:103 - train/loss:0.013 - train/lr(1e-3):0.050 - train/original_loss:1.674
step:104 - train/loss:0.013 - train/lr(1e-3):0.050 - train/original_loss:1.309
step:105 - train/loss:0.013 - train/lr(1e-3):0.050 - train/original_loss:1.426
step:106 - train/loss:0.013 - train/lr(1e-3):0.050 - train/original_loss:1.781
step:107 - train/loss:0.014 - train/lr(1e-3):0.050 - train/original_loss:1.805
step:108 - train/loss:0.014 - train/lr(1e-3):0.050 - train/original_loss:1.432
step:109 - train/loss:0.016 - train/lr(1e-3):0.050 - train/original_loss:1.486
step:110 - train/loss:0.015 - train/lr(1e-3):0.050 - train/original_loss:1.555
step:110 - val/loss:0.026 - val/original_loss:1.848
step:111 - train/loss:0.014 - train/lr(1e-3):0.050 - train/original_loss:1.115
step:112 - train/loss:0.016 - train/lr(1e-3):0.050 - train/original_loss:1.689
step:113 - train/loss:0.013 - train/lr(1e-3):0.050 - train/original_loss:1.374
step:114 - train/loss:0.014 - train/lr(1e-3):0.050 - train/original_loss:1.881
step:115 - train/loss:0.012 - train/lr(1e-3):0.050 - train/original_loss:1.710
step:116 - train/loss:0.013 - train/lr(1e-3):0.050 - train/original_loss:1.208
step:117 - train/loss:0.013 - train/lr(1e-3):0.050 - train/original_loss:1.743
step:118 - train/loss:0.012 - train/lr(1e-3):0.050 - train/original_loss:1.483
step:119 - train/loss:0.013 - train/lr(1e-3):0.050 - train/original_loss:1.267
step:120 - train/loss:0.013 - train/lr(1e-3):0.050 - train/original_loss:1.751
step:120 - val/loss:0.023 - val/original_loss:2.013
step:121 - train/loss:0.014 - train/lr(1e-3):0.050 - train/original_loss:1.581
step:122 - train/loss:0.014 - train/lr(1e-3):0.050 - train/original_loss:1.420
step:123 - train/loss:0.015 - train/lr(1e-3):0.049 - train/original_loss:1.402
step:124 - train/loss:0.015 - train/lr(1e-3):0.049 - train/original_loss:1.697
step:125 - train/loss:0.015 - train/lr(1e-3):0.049 - train/original_loss:1.049
step:126 - train/loss:0.013 - train/lr(1e-3):0.049 - train/original_loss:1.242
step:127 - train/loss:0.013 - train/lr(1e-3):0.049 - train/original_loss:2.253
step:128 - train/loss:0.013 - train/lr(1e-3):0.049 - train/original_loss:1.613
step:129 - train/loss:0.013 - train/lr(1e-3):0.049 - train/original_loss:1.380
step:130 - train/loss:0.013 - train/lr(1e-3):0.049 - train/original_loss:2.102
step:130 - val/loss:0.022 - val/original_loss:2.088
step:131 - train/loss:0.012 - train/lr(1e-3):0.049 - train/original_loss:1.418
step:132 - train/loss:0.013 - train/lr(1e-3):0.049 - train/original_loss:1.267
step:133 - train/loss:0.014 - train/lr(1e-3):0.049 - train/original_loss:1.425
step:134 - train/loss:0.014 - train/lr(1e-3):0.049 - train/original_loss:1.444
step:135 - train/loss:0.014 - train/lr(1e-3):0.049 - train/original_loss:1.524
step:136 - train/loss:0.014 - train/lr(1e-3):0.049 - train/original_loss:1.467
step:137 - train/loss:0.014 - train/lr(1e-3):0.049 - train/original_loss:1.537
step:138 - train/loss:0.014 - train/lr(1e-3):0.049 - train/original_loss:1.832
step:139 - train/loss:0.014 - train/lr(1e-3):0.049 - train/original_loss:1.452
step:140 - train/loss:0.012 - train/lr(1e-3):0.049 - train/original_loss:1.630
step:140 - val/loss:0.022 - val/original_loss:2.106
step:141 - train/loss:0.013 - train/lr(1e-3):0.049 - train/original_loss:1.455
step:142 - train/loss:0.014 - train/lr(1e-3):0.049 - train/original_loss:1.870
step:143 - train/loss:0.012 - train/lr(1e-3):0.049 - train/original_loss:1.435
step:144 - train/loss:0.013 - train/lr(1e-3):0.049 - train/original_loss:2.056
step:145 - train/loss:0.013 - train/lr(1e-3):0.049 - train/original_loss:1.245
step:146 - train/loss:0.013 - train/lr(1e-3):0.049 - train/original_loss:1.885
step:147 - train/loss:0.013 - train/lr(1e-3):0.049 - train/original_loss:1.386
step:148 - train/loss:0.013 - train/lr(1e-3):0.049 - train/original_loss:1.392
step:149 - train/loss:0.014 - train/lr(1e-3):0.049 - train/original_loss:1.870
step:150 - train/loss:0.013 - train/lr(1e-3):0.049 - train/original_loss:1.452
step:150 - val/loss:0.024 - val/original_loss:1.961
step:151 - train/loss:0.015 - train/lr(1e-3):0.049 - train/original_loss:2.091
step:152 - train/loss:0.014 - train/lr(1e-3):0.049 - train/original_loss:1.459
step:153 - train/loss:0.013 - train/lr(1e-3):0.049 - train/original_loss:1.470
step:154 - train/loss:0.014 - train/lr(1e-3):0.049 - train/original_loss:1.394
step:155 - train/loss:0.013 - train/lr(1e-3):0.049 - train/original_loss:1.339
step:156 - train/loss:0.015 - train/lr(1e-3):0.048 - train/original_loss:1.292
step:157 - train/loss:0.014 - train/lr(1e-3):0.048 - train/original_loss:1.346
step:158 - train/loss:0.014 - train/lr(1e-3):0.048 - train/original_loss:1.542
step:159 - train/loss:0.013 - train/lr(1e-3):0.048 - train/original_loss:1.919
step:160 - train/loss:0.013 - train/lr(1e-3):0.048 - train/original_loss:1.742
step:160 - val/loss:0.022 - val/original_loss:2.088
step:161 - train/loss:0.015 - train/lr(1e-3):0.048 - train/original_loss:2.019
step:162 - train/loss:0.014 - train/lr(1e-3):0.048 - train/original_loss:1.619
step:163 - train/loss:0.012 - train/lr(1e-3):0.048 - train/original_loss:1.071
step:164 - train/loss:0.013 - train/lr(1e-3):0.048 - train/original_loss:1.363
step:165 - train/loss:0.013 - train/lr(1e-3):0.048 - train/original_loss:1.919
step:166 - train/loss:0.012 - train/lr(1e-3):0.048 - train/original_loss:1.434
step:167 - train/loss:0.013 - train/lr(1e-3):0.048 - train/original_loss:1.830
step:168 - train/loss:0.013 - train/lr(1e-3):0.048 - train/original_loss:1.376
step:169 - train/loss:0.013 - train/lr(1e-3):0.048 - train/original_loss:1.436
step:170 - train/loss:0.013 - train/lr(1e-3):0.048 - train/original_loss:1.615
step:170 - val/loss:0.022 - val/original_loss:2.072
step:171 - train/loss:0.014 - train/lr(1e-3):0.048 - train/original_loss:1.573
step:172 - train/loss:0.013 - train/lr(1e-3):0.048 - train/original_loss:2.047
step:173 - train/loss:0.014 - train/lr(1e-3):0.048 - train/original_loss:1.595
step:174 - train/loss:0.014 - train/lr(1e-3):0.048 - train/original_loss:2.110
step:175 - train/loss:0.013 - train/lr(1e-3):0.048 - train/original_loss:1.469
step:176 - train/loss:0.014 - train/lr(1e-3):0.048 - train/original_loss:2.032
step:177 - train/loss:0.012 - train/lr(1e-3):0.048 - train/original_loss:1.348
step:178 - train/loss:0.014 - train/lr(1e-3):0.048 - train/original_loss:1.331
step:179 - train/loss:0.012 - train/lr(1e-3):0.047 - train/original_loss:1.949
step:180 - train/loss:0.013 - train/lr(1e-3):0.047 - train/original_loss:1.646
step:180 - val/loss:0.023 - val/original_loss:2.002
step:181 - train/loss:0.014 - train/lr(1e-3):0.047 - train/original_loss:1.378
step:182 - train/loss:0.013 - train/lr(1e-3):0.047 - train/original_loss:1.902
step:183 - train/loss:0.012 - train/lr(1e-3):0.047 - train/original_loss:1.628
step:184 - train/loss:0.012 - train/lr(1e-3):0.047 - train/original_loss:1.628
step:185 - train/loss:0.013 - train/lr(1e-3):0.047 - train/original_loss:1.729
step:186 - train/loss:0.012 - train/lr(1e-3):0.047 - train/original_loss:2.143
step:187 - train/loss:0.012 - train/lr(1e-3):0.047 - train/original_loss:1.639
step:188 - train/loss:0.013 - train/lr(1e-3):0.047 - train/original_loss:1.741
step:189 - train/loss:0.012 - train/lr(1e-3):0.047 - train/original_loss:1.260
step:190 - train/loss:0.012 - train/lr(1e-3):0.047 - train/original_loss:1.738
step:190 - val/loss:0.022 - val/original_loss:2.096
step:191 - train/loss:0.012 - train/lr(1e-3):0.047 - train/original_loss:1.413
step:192 - train/loss:0.013 - train/lr(1e-3):0.047 - train/original_loss:1.085
step:193 - train/loss:0.014 - train/lr(1e-3):0.047 - train/original_loss:1.787
step:194 - train/loss:0.013 - train/lr(1e-3):0.047 - train/original_loss:1.433
step:195 - train/loss:0.014 - train/lr(1e-3):0.047 - train/original_loss:1.636
step:196 - train/loss:0.013 - train/lr(1e-3):0.047 - train/original_loss:1.745
step:197 - train/loss:0.011 - train/lr(1e-3):0.047 - train/original_loss:1.389
step:198 - train/loss:0.014 - train/lr(1e-3):0.046 - train/original_loss:1.680
step:199 - train/loss:0.012 - train/lr(1e-3):0.046 - train/original_loss:1.719
step:200 - train/loss:0.012 - train/lr(1e-3):0.046 - train/original_loss:1.815
step:200 - val/loss:0.020 - val/original_loss:2.299
step:201 - train/loss:0.013 - train/lr(1e-3):0.046 - train/original_loss:1.399
step:202 - train/loss:0.013 - train/lr(1e-3):0.046 - train/original_loss:2.221
step:203 - train/loss:0.013 - train/lr(1e-3):0.046 - train/original_loss:1.450
step:204 - train/loss:0.015 - train/lr(1e-3):0.046 - train/original_loss:1.560
step:205 - train/loss:0.013 - train/lr(1e-3):0.046 - train/original_loss:1.324
step:206 - train/loss:0.013 - train/lr(1e-3):0.046 - train/original_loss:1.117
step:207 - train/loss:0.013 - train/lr(1e-3):0.046 - train/original_loss:1.439
step:208 - train/loss:0.013 - train/lr(1e-3):0.046 - train/original_loss:1.341
step:209 - train/loss:0.013 - train/lr(1e-3):0.046 - train/original_loss:1.582
step:210 - train/loss:0.012 - train/lr(1e-3):0.046 - train/original_loss:1.868
step:210 - val/loss:0.020 - val/original_loss:2.286
step:211 - train/loss:0.012 - train/lr(1e-3):0.046 - train/original_loss:1.723
step:212 - train/loss:0.012 - train/lr(1e-3):0.046 - train/original_loss:1.702
step:213 - train/loss:0.012 - train/lr(1e-3):0.046 - train/original_loss:1.545
step:214 - train/loss:0.012 - train/lr(1e-3):0.046 - train/original_loss:1.119
step:215 - train/loss:0.014 - train/lr(1e-3):0.045 - train/original_loss:1.626
step:216 - train/loss:0.012 - train/lr(1e-3):0.045 - train/original_loss:1.745
step:217 - train/loss:0.012 - train/lr(1e-3):0.045 - train/original_loss:1.400
step:218 - train/loss:0.012 - train/lr(1e-3):0.045 - train/original_loss:1.725
step:219 - train/loss:0.012 - train/lr(1e-3):0.045 - train/original_loss:1.618
step:220 - train/loss:0.013 - train/lr(1e-3):0.045 - train/original_loss:1.125
step:220 - val/loss:0.021 - val/original_loss:2.189
step:221 - train/loss:0.013 - train/lr(1e-3):0.045 - train/original_loss:2.203
step:222 - train/loss:0.013 - train/lr(1e-3):0.045 - train/original_loss:1.112
step:223 - train/loss:0.013 - train/lr(1e-3):0.045 - train/original_loss:2.147
step:224 - train/loss:0.012 - train/lr(1e-3):0.045 - train/original_loss:1.662
step:225 - train/loss:0.012 - train/lr(1e-3):0.045 - train/original_loss:1.592
step:226 - train/loss:0.013 - train/lr(1e-3):0.045 - train/original_loss:1.510
step:227 - train/loss:0.012 - train/lr(1e-3):0.045 - train/original_loss:1.361
step:228 - train/loss:0.013 - train/lr(1e-3):0.045 - train/original_loss:1.476
step:229 - train/loss:0.013 - train/lr(1e-3):0.045 - train/original_loss:1.579
step:230 - train/loss:0.013 - train/lr(1e-3):0.044 - train/original_loss:1.126
step:230 - val/loss:0.020 - val/original_loss:2.267
step:231 - train/loss:0.015 - train/lr(1e-3):0.044 - train/original_loss:1.400
step:232 - train/loss:0.013 - train/lr(1e-3):0.044 - train/original_loss:1.372
step:233 - train/loss:0.014 - train/lr(1e-3):0.044 - train/original_loss:1.606
step:234 - train/loss:0.012 - train/lr(1e-3):0.044 - train/original_loss:1.654
step:235 - train/loss:0.013 - train/lr(1e-3):0.044 - train/original_loss:1.848
step:236 - train/loss:0.014 - train/lr(1e-3):0.044 - train/original_loss:1.571
step:237 - train/loss:0.013 - train/lr(1e-3):0.044 - train/original_loss:1.393
step:238 - train/loss:0.012 - train/lr(1e-3):0.044 - train/original_loss:1.656
step:239 - train/loss:0.013 - train/lr(1e-3):0.044 - train/original_loss:2.183
step:240 - train/loss:0.013 - train/lr(1e-3):0.044 - train/original_loss:1.893
step:240 - val/loss:0.021 - val/original_loss:2.248
step:241 - train/loss:0.012 - train/lr(1e-3):0.044 - train/original_loss:1.891
step:242 - train/loss:0.013 - train/lr(1e-3):0.044 - train/original_loss:1.945
step:243 - train/loss:0.013 - train/lr(1e-3):0.044 - train/original_loss:1.547
step:244 - train/loss:0.014 - train/lr(1e-3):0.043 - train/original_loss:1.882
step:245 - train/loss:0.014 - train/lr(1e-3):0.043 - train/original_loss:1.474
step:246 - train/loss:0.012 - train/lr(1e-3):0.043 - train/original_loss:1.624
step:247 - train/loss:0.012 - train/lr(1e-3):0.043 - train/original_loss:1.940
step:248 - train/loss:0.012 - train/lr(1e-3):0.043 - train/original_loss:1.685
step:249 - train/loss:0.012 - train/lr(1e-3):0.043 - train/original_loss:2.393
step:250 - train/loss:0.012 - train/lr(1e-3):0.043 - train/original_loss:2.161
step:250 - val/loss:0.017 - val/original_loss:2.500
step:251 - train/loss:0.013 - train/lr(1e-3):0.043 - train/original_loss:1.419
step:252 - train/loss:0.012 - train/lr(1e-3):0.043 - train/original_loss:1.740
step:253 - train/loss:0.013 - train/lr(1e-3):0.043 - train/original_loss:1.773
step:254 - train/loss:0.013 - train/lr(1e-3):0.043 - train/original_loss:1.958
step:255 - train/loss:0.013 - train/lr(1e-3):0.043 - train/original_loss:1.976
step:256 - train/loss:0.013 - train/lr(1e-3):0.042 - train/original_loss:1.389
step:257 - train/loss:0.013 - train/lr(1e-3):0.042 - train/original_loss:1.116
step:258 - train/loss:0.012 - train/lr(1e-3):0.042 - train/original_loss:1.677
step:259 - train/loss:0.013 - train/lr(1e-3):0.042 - train/original_loss:1.604
step:260 - train/loss:0.013 - train/lr(1e-3):0.042 - train/original_loss:1.175
step:260 - val/loss:0.021 - val/original_loss:2.152
step:261 - train/loss:0.012 - train/lr(1e-3):0.042 - train/original_loss:1.722
step:262 - train/loss:0.013 - train/lr(1e-3):0.042 - train/original_loss:1.489
step:263 - train/loss:0.012 - train/lr(1e-3):0.042 - train/original_loss:1.397
step:264 - train/loss:0.014 - train/lr(1e-3):0.042 - train/original_loss:1.661
step:265 - train/loss:0.012 - train/lr(1e-3):0.042 - train/original_loss:1.366
step:266 - train/loss:0.012 - train/lr(1e-3):0.042 - train/original_loss:1.564
step:267 - train/loss:0.012 - train/lr(1e-3):0.042 - train/original_loss:1.261
step:268 - train/loss:0.013 - train/lr(1e-3):0.042 - train/original_loss:1.685
step:269 - train/loss:0.013 - train/lr(1e-3):0.041 - train/original_loss:1.461
step:270 - train/loss:0.012 - train/lr(1e-3):0.041 - train/original_loss:1.778
step:270 - val/loss:0.018 - val/original_loss:2.497
step:271 - train/loss:0.012 - train/lr(1e-3):0.041 - train/original_loss:1.894
step:272 - train/loss:0.012 - train/lr(1e-3):0.041 - train/original_loss:1.332
step:273 - train/loss:0.012 - train/lr(1e-3):0.041 - train/original_loss:1.944
step:274 - train/loss:0.013 - train/lr(1e-3):0.041 - train/original_loss:1.373
step:275 - train/loss:0.013 - train/lr(1e-3):0.041 - train/original_loss:1.492
step:276 - train/loss:0.013 - train/lr(1e-3):0.041 - train/original_loss:1.651
step:277 - train/loss:0.013 - train/lr(1e-3):0.041 - train/original_loss:1.871
step:278 - train/loss:0.013 - train/lr(1e-3):0.041 - train/original_loss:1.460
step:279 - train/loss:0.013 - train/lr(1e-3):0.041 - train/original_loss:1.239
step:280 - train/loss:0.014 - train/lr(1e-3):0.040 - train/original_loss:1.796
step:280 - val/loss:0.020 - val/original_loss:2.272
step:281 - train/loss:0.013 - train/lr(1e-3):0.040 - train/original_loss:1.514
step:282 - train/loss:0.013 - train/lr(1e-3):0.040 - train/original_loss:1.192
step:283 - train/loss:0.014 - train/lr(1e-3):0.040 - train/original_loss:1.650
step:284 - train/loss:0.014 - train/lr(1e-3):0.040 - train/original_loss:1.305
step:285 - train/loss:0.013 - train/lr(1e-3):0.040 - train/original_loss:1.939
step:286 - train/loss:0.012 - train/lr(1e-3):0.040 - train/original_loss:1.627
step:287 - train/loss:0.012 - train/lr(1e-3):0.040 - train/original_loss:1.363
step:288 - train/loss:0.012 - train/lr(1e-3):0.040 - train/original_loss:1.885
step:289 - train/loss:0.012 - train/lr(1e-3):0.040 - train/original_loss:1.881
step:290 - train/loss:0.013 - train/lr(1e-3):0.040 - train/original_loss:1.513
step:290 - val/loss:0.019 - val/original_loss:2.308
step:291 - train/loss:0.012 - train/lr(1e-3):0.040 - train/original_loss:1.489
step:292 - train/loss:0.013 - train/lr(1e-3):0.039 - train/original_loss:1.257
step:293 - train/loss:0.011 - train/lr(1e-3):0.039 - train/original_loss:2.401
step:294 - train/loss:0.012 - train/lr(1e-3):0.039 - train/original_loss:2.288
step:295 - train/loss:0.012 - train/lr(1e-3):0.039 - train/original_loss:1.954
step:296 - train/loss:0.012 - train/lr(1e-3):0.039 - train/original_loss:2.215
step:297 - train/loss:0.011 - train/lr(1e-3):0.039 - train/original_loss:1.431
step:298 - train/loss:0.013 - train/lr(1e-3):0.039 - train/original_loss:1.740
step:299 - train/loss:0.013 - train/lr(1e-3):0.039 - train/original_loss:1.427
step:300 - train/loss:0.012 - train/lr(1e-3):0.039 - train/original_loss:1.127
step:300 - val/loss:0.020 - val/original_loss:2.245
step:301 - train/loss:0.012 - train/lr(1e-3):0.039 - train/original_loss:1.490
step:302 - train/loss:0.013 - train/lr(1e-3):0.038 - train/original_loss:1.697
step:303 - train/loss:0.013 - train/lr(1e-3):0.038 - train/original_loss:1.400
step:304 - train/loss:0.013 - train/lr(1e-3):0.038 - train/original_loss:1.462
step:305 - train/loss:0.013 - train/lr(1e-3):0.038 - train/original_loss:1.711
step:306 - train/loss:0.013 - train/lr(1e-3):0.038 - train/original_loss:1.834
step:307 - train/loss:0.013 - train/lr(1e-3):0.038 - train/original_loss:1.687
step:308 - train/loss:0.014 - train/lr(1e-3):0.038 - train/original_loss:1.568
step:309 - train/loss:0.013 - train/lr(1e-3):0.038 - train/original_loss:1.442
step:310 - train/loss:0.012 - train/lr(1e-3):0.038 - train/original_loss:1.662
step:310 - val/loss:0.021 - val/original_loss:2.156
step:311 - train/loss:0.013 - train/lr(1e-3):0.038 - train/original_loss:1.292
step:312 - train/loss:0.013 - train/lr(1e-3):0.038 - train/original_loss:1.409
step:313 - train/loss:0.013 - train/lr(1e-3):0.037 - train/original_loss:1.149
step:314 - train/loss:0.013 - train/lr(1e-3):0.037 - train/original_loss:1.513
step:315 - train/loss:0.013 - train/lr(1e-3):0.037 - train/original_loss:1.477
step:316 - train/loss:0.013 - train/lr(1e-3):0.037 - train/original_loss:1.327
step:317 - train/loss:0.013 - train/lr(1e-3):0.037 - train/original_loss:2.586
step:318 - train/loss:0.013 - train/lr(1e-3):0.037 - train/original_loss:1.753
step:319 - train/loss:0.012 - train/lr(1e-3):0.037 - train/original_loss:1.410
