Epoch 1/1:   3%|▎         | 31/937 [04:23<2:13:26,  8.84s/it]
step:68 - train/loss:-0.009 - train/lr(1e-3):0.007 - train/original_loss:0.379
step:69 - train/loss:-0.006 - train/lr(1e-3):0.007 - train/original_loss:-3.166
step:70 - train/loss:-0.012 - train/lr(1e-3):0.008 - train/original_loss:-0.625
step:71 - train/loss:0.005 - train/lr(1e-3):0.008 - train/original_loss:1.244
step:72 - train/loss:0.006 - train/lr(1e-3):0.008 - train/original_loss:0.595
step:73 - train/loss:-0.007 - train/lr(1e-3):0.008 - train/original_loss:1.615
step:74 - train/loss:0.001 - train/lr(1e-3):0.008 - train/original_loss:-3.311
step:75 - train/loss:0.007 - train/lr(1e-3):0.008 - train/original_loss:-10.125
step:76 - train/loss:0.019 - train/lr(1e-3):0.008 - train/original_loss:-2.895
step:77 - train/loss:-0.003 - train/lr(1e-3):0.008 - train/original_loss:-6.812
step:78 - train/loss:-0.007 - train/lr(1e-3):0.008 - train/original_loss:0.634
step:79 - train/loss:0.006 - train/lr(1e-3):0.008 - train/original_loss:0.399
step:80 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:0.434
step:80 - val/loss:-0.001 - val/original_loss:-1.737
step:81 - train/loss:-0.003 - train/lr(1e-3):0.009 - train/original_loss:-6.541
step:82 - train/loss:-0.017 - train/lr(1e-3):0.009 - train/original_loss:2.881
step:83 - train/loss:0.003 - train/lr(1e-3):0.009 - train/original_loss:0.445
step:84 - train/loss:-0.002 - train/lr(1e-3):0.009 - train/original_loss:-2.433
step:85 - train/loss:-0.000 - train/lr(1e-3):0.009 - train/original_loss:1.689
step:86 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:-1.085
step:87 - train/loss:-0.012 - train/lr(1e-3):0.009 - train/original_loss:0.402
step:88 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:-0.763
step:89 - train/loss:0.007 - train/lr(1e-3):0.010 - train/original_loss:6.647
step:90 - train/loss:-0.014 - train/lr(1e-3):0.010 - train/original_loss:4.553
step:91 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:2.376
step:92 - train/loss:-0.000 - train/lr(1e-3):0.010 - train/original_loss:-8.630
step:93 - train/loss:0.005 - train/lr(1e-3):0.010 - train/original_loss:4.419
step:94 - train/loss:-0.002 - train/lr(1e-3):0.010 - train/original_loss:2.944
step:95 - train/loss:-0.004 - train/lr(1e-3):0.010 - train/original_loss:1.080
step:96 - train/loss:-0.006 - train/lr(1e-3):0.010 - train/original_loss:-2.255
step:97 - train/loss:-0.006 - train/lr(1e-3):0.010 - train/original_loss:1.294
step:98 - train/loss:-0.001 - train/lr(1e-3):0.010 - train/original_loss:-4.493
step:99 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:-0.287
step:100 - train/loss:0.008 - train/lr(1e-3):0.010 - train/original_loss:0.485
step:101 - train/loss:-0.003 - train/lr(1e-3):0.010 - train/original_loss:-1.201
step:102 - train/loss:0.004 - train/lr(1e-3):0.010 - train/original_loss:1.349
step:103 - train/loss:0.005 - train/lr(1e-3):0.010 - train/original_loss:0.360
step:104 - train/loss:-0.006 - train/lr(1e-3):0.010 - train/original_loss:-7.704
step:105 - train/loss:0.006 - train/lr(1e-3):0.010 - train/original_loss:0.405
step:106 - train/loss:-0.004 - train/lr(1e-3):0.010 - train/original_loss:2.763
step:107 - train/loss:-0.003 - train/lr(1e-3):0.010 - train/original_loss:0.462
step:108 - train/loss:0.002 - train/lr(1e-3):0.010 - train/original_loss:-8.965
step:109 - train/loss:-0.005 - train/lr(1e-3):0.010 - train/original_loss:0.363
step:110 - train/loss:-0.003 - train/lr(1e-3):0.010 - train/original_loss:-7.161
step:111 - train/loss:0.006 - train/lr(1e-3):0.010 - train/original_loss:-8.100
step:112 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:-7.485
step:113 - train/loss:-0.001 - train/lr(1e-3):0.010 - train/original_loss:-8.872
step:114 - train/loss:0.004 - train/lr(1e-3):0.010 - train/original_loss:-5.049
step:115 - train/loss:0.010 - train/lr(1e-3):0.010 - train/original_loss:1.584
step:116 - train/loss:0.003 - train/lr(1e-3):0.010 - train/original_loss:1.347
step:117 - train/loss:-0.003 - train/lr(1e-3):0.010 - train/original_loss:-0.462
step:118 - train/loss:-0.003 - train/lr(1e-3):0.010 - train/original_loss:1.344
step:119 - train/loss:0.002 - train/lr(1e-3):0.010 - train/original_loss:-9.166
step:120 - train/loss:0.002 - train/lr(1e-3):0.010 - train/original_loss:0.552
step:120 - val/loss:-0.001 - val/original_loss:-2.078
step:121 - train/loss:-0.002 - train/lr(1e-3):0.010 - train/original_loss:-10.721
step:122 - train/loss:0.004 - train/lr(1e-3):0.010 - train/original_loss:-8.037
step:123 - train/loss:-0.004 - train/lr(1e-3):0.010 - train/original_loss:0.300
step:124 - train/loss:0.004 - train/lr(1e-3):0.010 - train/original_loss:-8.990
step:125 - train/loss:0.002 - train/lr(1e-3):0.010 - train/original_loss:-0.321
step:126 - train/loss:-0.000 - train/lr(1e-3):0.010 - train/original_loss:-1.808
step:127 - train/loss:-0.010 - train/lr(1e-3):0.010 - train/original_loss:0.353
step:128 - train/loss:-0.001 - train/lr(1e-3):0.010 - train/original_loss:-7.887
step:129 - train/loss:-0.004 - train/lr(1e-3):0.010 - train/original_loss:-2.201
step:130 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:3.109
step:131 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:2.432
step:132 - train/loss:0.002 - train/lr(1e-3):0.010 - train/original_loss:2.349
step:133 - train/loss:0.002 - train/lr(1e-3):0.010 - train/original_loss:0.725
step:134 - train/loss:0.002 - train/lr(1e-3):0.010 - train/original_loss:-1.131
step:135 - train/loss:0.002 - train/lr(1e-3):0.010 - train/original_loss:8.258
step:136 - train/loss:-0.000 - train/lr(1e-3):0.010 - train/original_loss:5.396
step:137 - train/loss:-0.002 - train/lr(1e-3):0.010 - train/original_loss:-1.576
step:138 - train/loss:-0.005 - train/lr(1e-3):0.010 - train/original_loss:1.794
step:139 - train/loss:0.006 - train/lr(1e-3):0.010 - train/original_loss:-13.985
step:140 - train/loss:-0.003 - train/lr(1e-3):0.010 - train/original_loss:-10.147
step:141 - train/loss:-0.003 - train/lr(1e-3):0.010 - train/original_loss:5.640
step:142 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:0.527
step:143 - train/loss:-0.004 - train/lr(1e-3):0.010 - train/original_loss:0.759
step:144 - train/loss:0.006 - train/lr(1e-3):0.010 - train/original_loss:1.057
step:145 - train/loss:0.006 - train/lr(1e-3):0.010 - train/original_loss:2.112
step:146 - train/loss:-0.001 - train/lr(1e-3):0.010 - train/original_loss:-2.643
step:147 - train/loss:0.006 - train/lr(1e-3):0.010 - train/original_loss:-1.018
step:148 - train/loss:-0.000 - train/lr(1e-3):0.010 - train/original_loss:5.216
step:149 - train/loss:0.002 - train/lr(1e-3):0.010 - train/original_loss:4.930
step:150 - train/loss:-0.006 - train/lr(1e-3):0.010 - train/original_loss:0.665
step:151 - train/loss:-0.005 - train/lr(1e-3):0.010 - train/original_loss:-9.306
step:152 - train/loss:-0.003 - train/lr(1e-3):0.010 - train/original_loss:-10.936
step:153 - train/loss:-0.005 - train/lr(1e-3):0.010 - train/original_loss:0.692
step:154 - train/loss:-0.008 - train/lr(1e-3):0.010 - train/original_loss:3.200
step:155 - train/loss:-0.007 - train/lr(1e-3):0.010 - train/original_loss:1.702
step:156 - train/loss:-0.006 - train/lr(1e-3):0.010 - train/original_loss:-20.467
step:157 - train/loss:-0.004 - train/lr(1e-3):0.010 - train/original_loss:0.658
step:158 - train/loss:0.009 - train/lr(1e-3):0.010 - train/original_loss:5.613
step:159 - train/loss:0.006 - train/lr(1e-3):0.010 - train/original_loss:8.212
step:160 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:-2.716
step:160 - val/loss:0.003 - val/original_loss:-1.460
step:161 - train/loss:0.006 - train/lr(1e-3):0.010 - train/original_loss:-1.282
step:162 - train/loss:0.005 - train/lr(1e-3):0.010 - train/original_loss:-21.427
step:163 - train/loss:0.005 - train/lr(1e-3):0.010 - train/original_loss:6.022
step:164 - train/loss:0.002 - train/lr(1e-3):0.010 - train/original_loss:-1.388
step:165 - train/loss:0.003 - train/lr(1e-3):0.010 - train/original_loss:1.167
step:166 - train/loss:-0.003 - train/lr(1e-3):0.010 - train/original_loss:-11.615
step:167 - train/loss:0.004 - train/lr(1e-3):0.010 - train/original_loss:-9.993
step:168 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:5.516
step:169 - train/loss:-0.001 - train/lr(1e-3):0.010 - train/original_loss:1.053
step:170 - train/loss:0.002 - train/lr(1e-3):0.010 - train/original_loss:-3.924
step:171 - train/loss:0.004 - train/lr(1e-3):0.010 - train/original_loss:-4.445
step:172 - train/loss:0.002 - train/lr(1e-3):0.010 - train/original_loss:1.519
step:173 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:-18.985
step:174 - train/loss:0.002 - train/lr(1e-3):0.010 - train/original_loss:-11.144
step:175 - train/loss:0.000 - train/lr(1e-3):0.010 - train/original_loss:-3.337
step:176 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:5.727
step:177 - train/loss:-0.001 - train/lr(1e-3):0.010 - train/original_loss:-7.859
step:178 - train/loss:0.002 - train/lr(1e-3):0.010 - train/original_loss:-0.483
step:179 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:4.060
step:180 - train/loss:0.004 - train/lr(1e-3):0.010 - train/original_loss:-10.102
step:181 - train/loss:0.003 - train/lr(1e-3):0.010 - train/original_loss:4.203
step:182 - train/loss:-0.002 - train/lr(1e-3):0.010 - train/original_loss:0.744
step:183 - train/loss:0.003 - train/lr(1e-3):0.010 - train/original_loss:4.264
step:184 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:0.518
step:185 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:-8.840
step:186 - train/loss:-0.004 - train/lr(1e-3):0.010 - train/original_loss:-9.491
step:187 - train/loss:0.000 - train/lr(1e-3):0.010 - train/original_loss:-0.006
step:188 - train/loss:-0.000 - train/lr(1e-3):0.010 - train/original_loss:0.854
step:189 - train/loss:-0.003 - train/lr(1e-3):0.010 - train/original_loss:-6.900
step:190 - train/loss:-0.000 - train/lr(1e-3):0.010 - train/original_loss:1.356
step:191 - train/loss:-0.006 - train/lr(1e-3):0.010 - train/original_loss:-6.460
step:192 - train/loss:-0.001 - train/lr(1e-3):0.010 - train/original_loss:1.636
step:193 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:1.033
step:194 - train/loss:0.000 - train/lr(1e-3):0.010 - train/original_loss:-1.054
step:195 - train/loss:0.002 - train/lr(1e-3):0.010 - train/original_loss:-9.087
step:196 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:-1.902
step:197 - train/loss:0.000 - train/lr(1e-3):0.010 - train/original_loss:4.324
step:198 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:-4.996
step:199 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:-7.787
step:200 - train/loss:0.003 - train/lr(1e-3):0.010 - train/original_loss:4.852
step:200 - val/loss:0.001 - val/original_loss:-2.876
step:201 - train/loss:0.000 - train/lr(1e-3):0.010 - train/original_loss:-5.866
step:202 - train/loss:-0.001 - train/lr(1e-3):0.010 - train/original_loss:-2.748
step:203 - train/loss:-0.004 - train/lr(1e-3):0.010 - train/original_loss:0.844
step:204 - train/loss:-0.002 - train/lr(1e-3):0.010 - train/original_loss:2.634
step:205 - train/loss:0.006 - train/lr(1e-3):0.010 - train/original_loss:1.985
step:206 - train/loss:0.004 - train/lr(1e-3):0.010 - train/original_loss:-9.367
step:207 - train/loss:0.000 - train/lr(1e-3):0.010 - train/original_loss:-10.507
step:208 - train/loss:0.005 - train/lr(1e-3):0.010 - train/original_loss:2.185
step:209 - train/loss:0.003 - train/lr(1e-3):0.010 - train/original_loss:-11.600
step:210 - train/loss:0.001 - train/lr(1e-3):0.010 - train/original_loss:-7.607
step:211 - train/loss:-0.002 - train/lr(1e-3):0.010 - train/original_loss:1.340
step:212 - train/loss:0.003 - train/lr(1e-3):0.010 - train/original_loss:-11.361
step:213 - train/loss:-0.000 - train/lr(1e-3):0.010 - train/original_loss:0.582
step:214 - train/loss:0.000 - train/lr(1e-3):0.010 - train/original_loss:-3.126
step:215 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:0.418
step:216 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:0.433
step:217 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:11.596
step:218 - train/loss:0.004 - train/lr(1e-3):0.009 - train/original_loss:0.673
step:219 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:0.187
step:220 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:2.130
step:221 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:4.118
step:222 - train/loss:-0.000 - train/lr(1e-3):0.009 - train/original_loss:4.389
step:223 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:6.235
step:224 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:1.090
step:225 - train/loss:-0.002 - train/lr(1e-3):0.009 - train/original_loss:-18.386
step:226 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:1.984
step:227 - train/loss:0.004 - train/lr(1e-3):0.009 - train/original_loss:-11.746
step:228 - train/loss:0.000 - train/lr(1e-3):0.009 - train/original_loss:-4.830
step:229 - train/loss:-0.002 - train/lr(1e-3):0.009 - train/original_loss:-6.244
step:230 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:-2.271
step:231 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:-0.749
step:232 - train/loss:-0.000 - train/lr(1e-3):0.009 - train/original_loss:-6.089
step:233 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:-11.654
step:234 - train/loss:-0.002 - train/lr(1e-3):0.009 - train/original_loss:-7.293
step:235 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:-11.784
step:236 - train/loss:0.000 - train/lr(1e-3):0.009 - train/original_loss:-20.337
step:237 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:-1.279
step:238 - train/loss:0.003 - train/lr(1e-3):0.009 - train/original_loss:1.535
step:239 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:-11.187
step:240 - train/loss:0.004 - train/lr(1e-3):0.009 - train/original_loss:1.827
step:240 - val/loss:0.001 - val/original_loss:-3.002
step:241 - train/loss:-0.000 - train/lr(1e-3):0.009 - train/original_loss:6.277
step:242 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:1.864
step:243 - train/loss:-0.000 - train/lr(1e-3):0.009 - train/original_loss:-15.556
step:244 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:-5.659
step:245 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:2.060
step:246 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:1.986
step:247 - train/loss:-0.003 - train/lr(1e-3):0.009 - train/original_loss:0.457
step:248 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:3.341
step:249 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:-5.466
step:250 - train/loss:-0.007 - train/lr(1e-3):0.009 - train/original_loss:-9.192
step:251 - train/loss:0.003 - train/lr(1e-3):0.009 - train/original_loss:0.811
step:252 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:2.709
step:253 - train/loss:-0.002 - train/lr(1e-3):0.009 - train/original_loss:3.413
step:254 - train/loss:0.005 - train/lr(1e-3):0.009 - train/original_loss:6.699
step:255 - train/loss:-0.000 - train/lr(1e-3):0.009 - train/original_loss:0.469
step:256 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:-0.257
step:257 - train/loss:0.004 - train/lr(1e-3):0.009 - train/original_loss:5.032
step:258 - train/loss:-0.002 - train/lr(1e-3):0.009 - train/original_loss:-7.623
step:259 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:-16.858
step:260 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:0.810
step:261 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:-11.465
step:262 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:-10.881
step:263 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:-2.021
step:264 - train/loss:0.003 - train/lr(1e-3):0.009 - train/original_loss:-8.281
step:265 - train/loss:0.003 - train/lr(1e-3):0.009 - train/original_loss:-1.331
step:266 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:-6.232
step:267 - train/loss:-0.003 - train/lr(1e-3):0.009 - train/original_loss:-19.585
step:268 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:-20.411
step:269 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:3.971
step:270 - train/loss:-0.000 - train/lr(1e-3):0.009 - train/original_loss:-12.793
step:271 - train/loss:0.003 - train/lr(1e-3):0.009 - train/original_loss:-9.159
step:272 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:-19.421
step:273 - train/loss:-0.000 - train/lr(1e-3):0.009 - train/original_loss:-9.570
step:274 - train/loss:-0.002 - train/lr(1e-3):0.009 - train/original_loss:-9.367
step:275 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:-4.702
step:276 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:-11.383
step:277 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:-21.396
step:278 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:-10.435
step:279 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:-12.179
step:280 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:2.162
step:280 - val/loss:0.001 - val/original_loss:-3.288
step:281 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:-20.423
step:282 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:1.363
step:283 - train/loss:0.000 - train/lr(1e-3):0.009 - train/original_loss:2.268
step:284 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:4.057
step:285 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:7.247
step:286 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:-2.739
step:287 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:1.529
step:288 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:-6.509
step:289 - train/loss:-0.000 - train/lr(1e-3):0.009 - train/original_loss:-15.351
step:290 - train/loss:-0.000 - train/lr(1e-3):0.009 - train/original_loss:0.869
step:291 - train/loss:0.001 - train/lr(1e-3):0.009 - train/original_loss:10.281
step:292 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:11.093
step:293 - train/loss:0.003 - train/lr(1e-3):0.009 - train/original_loss:1.129
step:294 - train/loss:0.000 - train/lr(1e-3):0.009 - train/original_loss:3.252
step:295 - train/loss:-0.002 - train/lr(1e-3):0.009 - train/original_loss:-6.222
step:296 - train/loss:0.000 - train/lr(1e-3):0.009 - train/original_loss:-12.886
step:297 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:-4.891
step:298 - train/loss:-0.002 - train/lr(1e-3):0.009 - train/original_loss:-7.251
step:299 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:-3.273
step:300 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:1.950
step:301 - train/loss:0.000 - train/lr(1e-3):0.009 - train/original_loss:-7.100
step:302 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:2.062
step:303 - train/loss:-0.000 - train/lr(1e-3):0.009 - train/original_loss:-12.455
step:304 - train/loss:0.002 - train/lr(1e-3):0.009 - train/original_loss:-24.549
step:305 - train/loss:-0.001 - train/lr(1e-3):0.009 - train/original_loss:-11.418
step:306 - train/loss:-0.000 - train/lr(1e-3):0.009 - train/original_loss:5.961
step:307 - train/loss:-0.000 - train/lr(1e-3):0.008 - train/original_loss:3.095
step:308 - train/loss:0.000 - train/lr(1e-3):0.008 - train/original_loss:2.116
step:309 - train/loss:-0.000 - train/lr(1e-3):0.008 - train/original_loss:-21.740
step:310 - train/loss:0.001 - train/lr(1e-3):0.008 - train/original_loss:-11.064
step:311 - train/loss:-0.001 - train/lr(1e-3):0.008 - train/original_loss:-10.216
step:312 - train/loss:0.002 - train/lr(1e-3):0.008 - train/original_loss:-10.162
step:313 - train/loss:-0.000 - train/lr(1e-3):0.008 - train/original_loss:-12.856
step:314 - train/loss:0.001 - train/lr(1e-3):0.008 - train/original_loss:1.122
step:315 - train/loss:-0.001 - train/lr(1e-3):0.008 - train/original_loss:7.121
step:316 - train/loss:0.000 - train/lr(1e-3):0.008 - train/original_loss:-15.303
step:317 - train/loss:-0.000 - train/lr(1e-3):0.008 - train/original_loss:-8.633
step:318 - train/loss:0.002 - train/lr(1e-3):0.008 - train/original_loss:5.061
step:319 - train/loss:0.000 - train/lr(1e-3):0.008 - train/original_loss:-5.755
step:320 - train/loss:0.002 - train/lr(1e-3):0.008 - train/original_loss:1.424
step:320 - val/loss:0.001 - val/original_loss:-3.241
step:321 - train/loss:0.000 - train/lr(1e-3):0.008 - train/original_loss:1.441
step:322 - train/loss:0.001 - train/lr(1e-3):0.008 - train/original_loss:-6.852
step:323 - train/loss:-0.001 - train/lr(1e-3):0.008 - train/original_loss:-0.650
step:324 - train/loss:0.001 - train/lr(1e-3):0.008 - train/original_loss:-10.337
step:325 - train/loss:0.000 - train/lr(1e-3):0.008 - train/original_loss:-16.018
