Epoch 1/1:   2%|▏         | 31/1250 [03:15<2:06:40,  6.24s/it]
step:50 - train/loss:-0.198 - train/lr(1e-3):0.004 - train/original_loss:0.226
step:51 - train/loss:-0.224 - train/lr(1e-3):0.004 - train/original_loss:-0.346
step:52 - train/loss:-0.256 - train/lr(1e-3):0.004 - train/original_loss:-0.132
step:53 - train/loss:-0.411 - train/lr(1e-3):0.004 - train/original_loss:-0.740
step:54 - train/loss:-0.197 - train/lr(1e-3):0.004 - train/original_loss:-0.788
step:55 - train/loss:-0.620 - train/lr(1e-3):0.004 - train/original_loss:-1.309
step:56 - train/loss:-0.174 - train/lr(1e-3):0.004 - train/original_loss:0.374
step:57 - train/loss:0.281 - train/lr(1e-3):0.005 - train/original_loss:-0.199
step:58 - train/loss:0.031 - train/lr(1e-3):0.005 - train/original_loss:1.084
step:59 - train/loss:-0.513 - train/lr(1e-3):0.005 - train/original_loss:-0.274
step:60 - train/loss:-0.391 - train/lr(1e-3):0.005 - train/original_loss:0.628
step:61 - train/loss:-0.072 - train/lr(1e-3):0.005 - train/original_loss:0.291
step:62 - train/loss:-0.451 - train/lr(1e-3):0.005 - train/original_loss:-2.028
step:63 - train/loss:0.290 - train/lr(1e-3):0.005 - train/original_loss:0.803
step:64 - train/loss:-0.343 - train/lr(1e-3):0.005 - train/original_loss:-1.406
step:65 - train/loss:-0.634 - train/lr(1e-3):0.005 - train/original_loss:-0.682
step:66 - train/loss:-0.255 - train/lr(1e-3):0.005 - train/original_loss:-0.401
step:67 - train/loss:-1.066 - train/lr(1e-3):0.005 - train/original_loss:-2.050
step:68 - train/loss:-0.531 - train/lr(1e-3):0.005 - train/original_loss:0.997
step:69 - train/loss:0.102 - train/lr(1e-3):0.006 - train/original_loss:0.206
step:70 - train/loss:-1.088 - train/lr(1e-3):0.006 - train/original_loss:-0.793
step:71 - train/loss:-1.865 - train/lr(1e-3):0.006 - train/original_loss:-1.088
step:72 - train/loss:-0.988 - train/lr(1e-3):0.006 - train/original_loss:-2.076
step:73 - train/loss:0.187 - train/lr(1e-3):0.006 - train/original_loss:-1.675
step:74 - train/loss:-1.896 - train/lr(1e-3):0.006 - train/original_loss:1.496
step:75 - train/loss:-1.317 - train/lr(1e-3):0.006 - train/original_loss:-2.038
step:76 - train/loss:0.406 - train/lr(1e-3):0.006 - train/original_loss:-2.033
step:77 - train/loss:-0.778 - train/lr(1e-3):0.006 - train/original_loss:1.079
step:78 - train/loss:-1.541 - train/lr(1e-3):0.006 - train/original_loss:-3.913
step:79 - train/loss:-0.869 - train/lr(1e-3):0.006 - train/original_loss:-7.228
step:80 - train/loss:-0.495 - train/lr(1e-3):0.006 - train/original_loss:0.149
step:80 - val/loss:-1.098 - val/original_loss:-1.098
step:81 - train/loss:-0.236 - train/lr(1e-3):0.006 - train/original_loss:-2.425
step:82 - train/loss:-0.204 - train/lr(1e-3):0.007 - train/original_loss:-8.906
step:83 - train/loss:-1.082 - train/lr(1e-3):0.007 - train/original_loss:-0.155
step:84 - train/loss:2.006 - train/lr(1e-3):0.007 - train/original_loss:1.633
step:85 - train/loss:0.586 - train/lr(1e-3):0.007 - train/original_loss:-0.486
step:86 - train/loss:-0.974 - train/lr(1e-3):0.007 - train/original_loss:-2.445
step:87 - train/loss:-1.029 - train/lr(1e-3):0.007 - train/original_loss:-2.908
step:88 - train/loss:-1.381 - train/lr(1e-3):0.007 - train/original_loss:1.604
step:89 - train/loss:-0.540 - train/lr(1e-3):0.007 - train/original_loss:1.364
step:90 - train/loss:-1.062 - train/lr(1e-3):0.007 - train/original_loss:0.877
step:91 - train/loss:-1.434 - train/lr(1e-3):0.007 - train/original_loss:0.934
step:92 - train/loss:-2.323 - train/lr(1e-3):0.007 - train/original_loss:1.559
step:93 - train/loss:-0.880 - train/lr(1e-3):0.007 - train/original_loss:5.001
step:94 - train/loss:0.120 - train/lr(1e-3):0.008 - train/original_loss:1.811
step:95 - train/loss:-2.278 - train/lr(1e-3):0.008 - train/original_loss:2.063
step:96 - train/loss:-2.190 - train/lr(1e-3):0.008 - train/original_loss:3.682
step:97 - train/loss:-5.698 - train/lr(1e-3):0.008 - train/original_loss:2.012
step:98 - train/loss:-6.328 - train/lr(1e-3):0.008 - train/original_loss:-8.887
step:99 - train/loss:5.629 - train/lr(1e-3):0.008 - train/original_loss:10.765
step:100 - train/loss:-4.017 - train/lr(1e-3):0.008 - train/original_loss:-20.398
step:101 - train/loss:4.382 - train/lr(1e-3):0.008 - train/original_loss:12.782
step:102 - train/loss:-5.069 - train/lr(1e-3):0.008 - train/original_loss:-8.386
step:103 - train/loss:0.371 - train/lr(1e-3):0.008 - train/original_loss:-4.857
step:104 - train/loss:-0.432 - train/lr(1e-3):0.008 - train/original_loss:-3.317
step:105 - train/loss:-0.816 - train/lr(1e-3):0.008 - train/original_loss:1.295
step:106 - train/loss:0.155 - train/lr(1e-3):0.008 - train/original_loss:1.461
step:107 - train/loss:-0.179 - train/lr(1e-3):0.009 - train/original_loss:2.405
step:108 - train/loss:-2.459 - train/lr(1e-3):0.009 - train/original_loss:-7.882
step:109 - train/loss:-1.782 - train/lr(1e-3):0.009 - train/original_loss:1.988
step:110 - train/loss:-2.402 - train/lr(1e-3):0.009 - train/original_loss:-4.533
step:111 - train/loss:-1.089 - train/lr(1e-3):0.009 - train/original_loss:1.306
step:112 - train/loss:-7.925 - train/lr(1e-3):0.009 - train/original_loss:0.957
step:113 - train/loss:-1.753 - train/lr(1e-3):0.009 - train/original_loss:0.753
step:114 - train/loss:-8.165 - train/lr(1e-3):0.009 - train/original_loss:-5.803
step:115 - train/loss:-6.267 - train/lr(1e-3):0.009 - train/original_loss:-12.200
step:116 - train/loss:-3.988 - train/lr(1e-3):0.009 - train/original_loss:1.528
step:117 - train/loss:-12.581 - train/lr(1e-3):0.009 - train/original_loss:-32.891
step:118 - train/loss:0.636 - train/lr(1e-3):0.009 - train/original_loss:-14.515
step:119 - train/loss:-7.388 - train/lr(1e-3):0.010 - train/original_loss:10.969
step:120 - train/loss:-0.470 - train/lr(1e-3):0.010 - train/original_loss:-15.153
step:120 - val/loss:-7.154 - val/original_loss:-7.154
step:121 - train/loss:-3.813 - train/lr(1e-3):0.010 - train/original_loss:-15.730
step:122 - train/loss:-2.986 - train/lr(1e-3):0.010 - train/original_loss:3.614
step:123 - train/loss:-3.015 - train/lr(1e-3):0.010 - train/original_loss:-24.983
step:124 - train/loss:-4.847 - train/lr(1e-3):0.010 - train/original_loss:-35.471
step:125 - train/loss:-1.217 - train/lr(1e-3):0.010 - train/original_loss:14.115
step:126 - train/loss:-1.392 - train/lr(1e-3):0.010 - train/original_loss:0.822
step:127 - train/loss:-11.088 - train/lr(1e-3):0.010 - train/original_loss:-3.020
step:128 - train/loss:-5.921 - train/lr(1e-3):0.010 - train/original_loss:-9.748
step:129 - train/loss:-6.073 - train/lr(1e-3):0.010 - train/original_loss:1.743
step:130 - train/loss:-19.443 - train/lr(1e-3):0.010 - train/original_loss:-17.180
step:131 - train/loss:-21.714 - train/lr(1e-3):0.010 - train/original_loss:-18.559
step:132 - train/loss:-24.257 - train/lr(1e-3):0.010 - train/original_loss:-20.274
step:133 - train/loss:-1.773 - train/lr(1e-3):0.010 - train/original_loss:16.987
step:134 - train/loss:-13.916 - train/lr(1e-3):0.010 - train/original_loss:26.707
step:135 - train/loss:-15.272 - train/lr(1e-3):0.010 - train/original_loss:-63.207
step:136 - train/loss:-4.620 - train/lr(1e-3):0.010 - train/original_loss:-64.495
step:137 - train/loss:7.076 - train/lr(1e-3):0.010 - train/original_loss:-12.054
step:138 - train/loss:-22.493 - train/lr(1e-3):0.010 - train/original_loss:0.787
step:139 - train/loss:-26.420 - train/lr(1e-3):0.010 - train/original_loss:-66.767
step:140 - train/loss:0.083 - train/lr(1e-3):0.010 - train/original_loss:30.618
step:141 - train/loss:-25.403 - train/lr(1e-3):0.010 - train/original_loss:3.343
step:142 - train/loss:-13.989 - train/lr(1e-3):0.010 - train/original_loss:33.645
step:143 - train/loss:-6.223 - train/lr(1e-3):0.010 - train/original_loss:0.803
step:144 - train/loss:-25.030 - train/lr(1e-3):0.010 - train/original_loss:3.485
step:145 - train/loss:-7.642 - train/lr(1e-3):0.010 - train/original_loss:0.649
step:146 - train/loss:-16.415 - train/lr(1e-3):0.010 - train/original_loss:2.297
step:147 - train/loss:-46.328 - train/lr(1e-3):0.010 - train/original_loss:-88.030
step:148 - train/loss:-8.402 - train/lr(1e-3):0.010 - train/original_loss:12.157
step:149 - train/loss:-37.679 - train/lr(1e-3):0.010 - train/original_loss:-42.291
step:150 - train/loss:-12.526 - train/lr(1e-3):0.010 - train/original_loss:-26.345
step:151 - train/loss:-54.569 - train/lr(1e-3):0.010 - train/original_loss:-57.546
step:152 - train/loss:-47.538 - train/lr(1e-3):0.010 - train/original_loss:3.651
step:153 - train/loss:26.632 - train/lr(1e-3):0.010 - train/original_loss:48.720
step:154 - train/loss:39.882 - train/lr(1e-3):0.010 - train/original_loss:12.361
step:155 - train/loss:7.128 - train/lr(1e-3):0.010 - train/original_loss:82.551
step:156 - train/loss:12.607 - train/lr(1e-3):0.010 - train/original_loss:90.264
step:157 - train/loss:-16.696 - train/lr(1e-3):0.010 - train/original_loss:-56.473
step:158 - train/loss:3.065 - train/lr(1e-3):0.010 - train/original_loss:73.786
step:159 - train/loss:2.618 - train/lr(1e-3):0.010 - train/original_loss:-4.769
step:160 - train/loss:17.735 - train/lr(1e-3):0.010 - train/original_loss:22.155
step:160 - val/loss:0.194 - val/original_loss:0.194
step:161 - train/loss:0.149 - train/lr(1e-3):0.010 - train/original_loss:-17.162
step:162 - train/loss:-2.167 - train/lr(1e-3):0.010 - train/original_loss:-4.059
step:163 - train/loss:0.685 - train/lr(1e-3):0.010 - train/original_loss:99.113
step:164 - train/loss:-20.838 - train/lr(1e-3):0.010 - train/original_loss:-53.991
step:165 - train/loss:70.292 - train/lr(1e-3):0.010 - train/original_loss:-58.078
step:166 - train/loss:23.823 - train/lr(1e-3):0.010 - train/original_loss:98.885
step:167 - train/loss:-1.224 - train/lr(1e-3):0.010 - train/original_loss:-181.384
step:168 - train/loss:-5.178 - train/lr(1e-3):0.010 - train/original_loss:87.250
step:169 - train/loss:-39.755 - train/lr(1e-3):0.010 - train/original_loss:6.942
step:170 - train/loss:-40.775 - train/lr(1e-3):0.010 - train/original_loss:-56.629
step:171 - train/loss:-33.252 - train/lr(1e-3):0.010 - train/original_loss:-130.014
step:172 - train/loss:-16.882 - train/lr(1e-3):0.010 - train/original_loss:25.835
step:173 - train/loss:-58.846 - train/lr(1e-3):0.010 - train/original_loss:-9.258
step:174 - train/loss:-10.626 - train/lr(1e-3):0.010 - train/original_loss:0.919
step:175 - train/loss:-13.945 - train/lr(1e-3):0.010 - train/original_loss:-1.472
step:176 - train/loss:-27.200 - train/lr(1e-3):0.010 - train/original_loss:30.093
step:177 - train/loss:-49.708 - train/lr(1e-3):0.010 - train/original_loss:1.849
step:178 - train/loss:-2.667 - train/lr(1e-3):0.010 - train/original_loss:-78.846
step:179 - train/loss:-8.634 - train/lr(1e-3):0.010 - train/original_loss:-29.350
step:180 - train/loss:-31.153 - train/lr(1e-3):0.010 - train/original_loss:-52.594
step:181 - train/loss:-32.548 - train/lr(1e-3):0.010 - train/original_loss:9.034
step:182 - train/loss:-19.348 - train/lr(1e-3):0.010 - train/original_loss:-187.825
step:183 - train/loss:-4.566 - train/lr(1e-3):0.010 - train/original_loss:-40.169
step:184 - train/loss:-10.472 - train/lr(1e-3):0.010 - train/original_loss:1.155
step:185 - train/loss:11.541 - train/lr(1e-3):0.010 - train/original_loss:-66.460
step:186 - train/loss:4.905 - train/lr(1e-3):0.010 - train/original_loss:87.902
step:187 - train/loss:-11.171 - train/lr(1e-3):0.010 - train/original_loss:-200.385
step:188 - train/loss:-8.907 - train/lr(1e-3):0.010 - train/original_loss:42.590
step:189 - train/loss:-36.697 - train/lr(1e-3):0.010 - train/original_loss:-87.624
step:190 - train/loss:-24.309 - train/lr(1e-3):0.010 - train/original_loss:-59.254
step:191 - train/loss:-14.448 - train/lr(1e-3):0.010 - train/original_loss:-70.880
step:192 - train/loss:43.570 - train/lr(1e-3):0.010 - train/original_loss:35.417
step:193 - train/loss:-34.248 - train/lr(1e-3):0.010 - train/original_loss:55.625
step:194 - train/loss:-8.850 - train/lr(1e-3):0.010 - train/original_loss:17.091
step:195 - train/loss:-23.080 - train/lr(1e-3):0.010 - train/original_loss:0.099
step:196 - train/loss:7.366 - train/lr(1e-3):0.010 - train/original_loss:-93.509
step:197 - train/loss:8.856 - train/lr(1e-3):0.010 - train/original_loss:56.181
step:198 - train/loss:-14.333 - train/lr(1e-3):0.010 - train/original_loss:-93.718
step:199 - train/loss:-17.831 - train/lr(1e-3):0.010 - train/original_loss:-76.433
step:200 - train/loss:-31.803 - train/lr(1e-3):0.010 - train/original_loss:-25.592
step:200 - val/loss:-23.209 - val/original_loss:-23.209
Final validation metrics: {'val/loss': -23.208822384059047, 'val/original_loss': -23.208822384059047}
